,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
684,"
                                                    Stan Sarajevo - Centar
                                                ",25,Jednosoban (1),4,Namješten,Centralno (gradsko),Prodaja,,4,,,True,,True,True,True,True,,,True,True,,14.03.2023,,True,,True,,,,,True,True,"🌺 Primavera agency u svojoj ponudi izdvaja

Jednosoban stan u ulici Muhameda Hadzijahića. Stan se nalazi u jednom od ljepših naselja Sarajeva, na Koševskom brdu. 

Stan se nalazi nalazi na trećem spratu stambene zgrade. U svojih 25m2 sadrži: 
🔹 Sobu,
🔹 Kuhinju,
🔹 Kupaonicu, 
🔹 Hodnik i 
🔹 Balkon.

Stan je nedavno adaptiran, te sadrži: PVC i drvenu stolariju. 

Cijena: 87.000,00KM

Kontakt: 062418971"
685,"
                                                    Stan Sarajevo - Novi
                                                ",50,Jednoiposoban (1.5),10,Namješten,Centralno (gradsko),Prodaja,,,,Laminat,True,True,True,,True,True,True,,True,True,True,14.03.2023,Jug,True,,True,True,True,True,,True,,"PRODAJEM STAN 40M2 GRBAVICA

Ne odgovaram na upite porukama ."
686,"
                                                    Stan Sarajevo - Novo Sarajevo
                                                ",27,Garsonjera,7,Namješten,Centralno (Kotlovnica),Prodaja,,,,,,,,,,,,,,,,13.03.2023,,,,,,,,,,,"🌺 Primavera agency u svojoj ponudi izdvaja

💫LUKSUZAN MANJI STAN NA PODRUČJU NASELJA MILJACKA💫

🤔Želite li nešto otmjeno, a da nije veliko? 
🤔Želite li novogradnju? 
🤔I još to u Sarajevu?

📐U ponudi Vam izdvajamo garsonjeru od 27m2 na području novoizgrađenog naselja Miljacke. Riječ je o najnovijoj zgradi u tom sklopu zgrada. 

Nalazi se na VII spratu u zgradi sa dva lifta. 

U svojih 27m2 sadrži: 
🌟Veću prostoriju,
🌟Hodnik, 
🌟Kupaonicu i 
🌟Ustakleni balkon. 

Savršen je za izdavanja na dan ili manju kancelariju. 

CIJENA: po dogovoru 

📞+387(0)62-418/971
🔹Čekamo VAS!!!🔹"
687,"
                                                    AD COMPANY prodaje: Luksuzan stan na Ferhadiji (1288)
                                                ",107,Trosoban (3),2,Namješten,Plin,Prodaja,Ferhadija,,,Parket,,True,True,True,True,True,,,True,True,True,13.03.2023,,True,,True,,,,,,,"BROJ OGLASA: 1288AD COMPANY prodaje luksuzan stan na Ferhadiji. Stan je površine 107m2, nalazi na ekskluzivnoj lokaciji na Ferhadiji.Stan se nalazi u zgradi koja ima tri sprata, a on se nalazi na drugom spratu stambenog objekta koji ne posjeduje lift.Stan se prodaje namješten, posjeduje klima uređaj.Pod je parket. Grijanje je na plin.Stan se nalazi na jednoj od ljepših lokacija u gradu. Pristupačan je svim bitnijim sadržajima koji olakšavaju život, također je u blizini gradskog prijevoza što je bitno. SVE INFORMACIJE AD COMPANY +387 62/942-270                                                     NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije. Prodajete ili iznajmljujete Vašu nekretninu? Postanite dio uspješne priče. Kontaktirajte nas danas: +387 62/942-270"
688,"
                                                    Stan Sarajevo - Centar  Kromolj
                                                ",84,Četverosoban (4),Prizemlje,Namješten,Plin,Prodaja,,,,,True,True,True,True,True,True,,,True,True,True,09.03.2023,,True,,True,,,,,True,True,"Prodajemo extra kvalitetan stan u naselju Betanija, Kromolj u kompleksu od 10 stambenih zgrada. Stan se nalazi u zgradi sa 9 stanova ukupno, gdje imate jako prostrani zajednicki haustor u kojem je urađen prostor za dječija kolica, bicikle, čak ugrađeni ormar u haustoru sa česmom i sudoperom za održavanje čistoce haustora.... Stan ima 60m2 + naknadno urađeno 25m2 dnevni boravak sa spavaća soba om (zasebno) sa izlaskom u veliku bastu cca 70m2, stan posjedujesvoj privatni parking odmah ispred stana. Stan se sastoji se od hodnika, dnevnog boravka, kuhinja sa terpezarijom, dva kupatila, tri spavace sobe, dva dnevna boravka..Stan je rađen vrhunskim evropskim materijalima, stolarija i veliki portali su PVC aluminijski (stolarija za dvoslojnim staklima Ugarak doo)... Stan se nalazi u jako lijepom i mirnom naselju, kompleks privatnih vise zgrada, tri ordinacije, osnovna škola, srednja medicinska škola ...Stan je zaista vrhunski kvalitetno urađen, jako topao i sunčan...U stanu ste ali za vlasništvom prelijepe bašte u kojoj urađen paviljon prošle godine osjećate se kao da ste u kući…Vlasnistvo 1/1 uredni papiri..."
689,"
                                                    Dvosoban namjesten
                                                ",58,Dvosoban (2),4,Namješten,Centralno (gradsko),Prodaja,,5,,Parket,True,True,,True,True,,True,,True,True,True,26.12.2022,,True,,,True,,True,,True,True,Kontakt +387 67 10 76 848 (Viber)
690,"
                                                    Četverosoban adaptiran stan, Socijalno, Novo Sarajevo
                                                ",76,Četverosoban (4),20+,Namješten,Centralno (gradsko),Prodaja,Ložionička,,,Laminat,,True,True,True,True,True,True,,True,True,True,04.11.2022,Jug,True,,,,,,,,True,"Agent: Jasmin Heldov +387 62/ 695-226 +387 33/ 460-227 e-mail: rent@deltanekretnine.ba DELTA šifra: 190p2022  https://deltanekretnine.ba/property/cetverosoban-adaptiran-stan-socijalno-novo-sarajevo/  OPIS NEKRETNINE: Prodaje se četverosoban stan površine 76m2 na dvadesetom (poslednjem) spratu stambene zgrade u ulici Ložionička, naselje Socijalno, opština Novo Sarajevo. Stan se sastoji od dnevnog boravka, tri spavaće sobe, kuhinje, tri kupatila i predsoblja. Nekretnina je pozicionirana na izuzetnoj lokaciji. Stan se prodaje kompletno namješten, te je dvostrano orijentisan. Stan je adaptiran 2019. godine.   Od standarda izdvajamo: -vanjska PVC stolarija, unutrašnja drvena; -laminat u prostorijama; -keramičke pločice u kuhinji, kupatilima i predsoblju; -gusani radijatori; -blindirana vrata; -klima; -lift; -interfon.  LOKACIJA: Stan se nalazi na dvadesetom spratu stambene zgrade u ulici Ložionička, opština Novo Sarajevo. U neposrednoj blizini su pozicionirani: III gimnazija, hotel “Bristol”, Vilsonovo šetalište, stadion ""Grbavica"", Hitna pomoć, banke, pošta i apoteke, kao ostali sadržaji koji doprinose ugodnom načinu života.  STANDARD: Grijanje je centralno - toplane. Vanjska PVC, unutrašnja drvena stolarija. Laminat u prostorijama. Keramičke pločice u kuhinji, kupatilima i predsoblju. Gusani radijatori. Klima. Blindirana vrata. Lift. Interfon.  NAPOMENA: Tražena cijena predstavlja preporučenu cijenu za oglašenu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom momentu do pismenog zaključenja Rezervacije, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
691,"
                                                    AURA / Stan / 4S / Sarajevo, Dobrinja 1
                                                ",75,Četverosoban (4),Prizemlje,Namješten,Centralno (gradsko),Prodaja,,,1980-1989,Parket,,True,,,,True,,,True,True,,08.03.2023,,True,,,,,,,,True,"Na prodaju lijep četverosoban stan na Dobrinji 1, opština Novi Grad, preko puta Hifa pumpe. 
Struktura: Veliki dnevni boravak sa izlazom u dvorište, kuhinja, tri spavaće sobe, veliki L hodnik, veliko kupatilo i wc. Generalno, raspored stana je dobar i funkcionalan. Stan je vrlo topal, ugodan i komforan za život. 
Standard: Centralno grijanje. Hrastov pod. Blinda vrata. PVC prozori renomiranog proizvođača. Stan je nanovo renoviran 2022 godine.
Vlasništvo uredno. Na stanu nema hipoteka i drugih finansijskih tereta. *** Na linku ispod možete vidjeti druge nekretnine koje imamo u ponudi: https://auranekretnine.ba/nekretnine-ponuda/ AURA NEKRETNINE Centar, SarajevoAntuna Hangija 69Reg. br: 16-17-809/22 ☎ +38761560888🔗 https://auranekretnine.ba/📨 info@auranekretnine.ba"
692,"
                                                    AURA/ Trosoban Stan 99m2 / Sarajevo, Vogošća
                                                ",99,Trosoban (3),4,Namješten,Struja,Prodaja,,10,2015+,Parket,,True,True,True,,,True,,,,,08.03.2023,,,,,,,,,,,"Na prodaju lijep trosoban stan u novogradnji sa lodjom i velikim balkonom koji gleda na zelenu povrsinu. Struktura: Veliki dnevni boravak sa izlazom na balkon (pogled otvoren, velicina balkona 10m2), kuhinja, dvije spavaće sobe od kojih jedna ima izlaz na balkon, predsoblje i hodnik, veseraj, veliko kupatilo sa wc (5,8 m2) i manji odvojeni wc (2,7 m2 Generalno, raspored stana je dobar i funkcionalan. Stan je vrlo topal, ugodan i komforan za život. Standard: 2 sistema grijanja su ugradjena u stanu. Norveski (Nobo) i atlantik konvektori (Za blaže zime). Centralno waillant grijanje sa zidnim radijatorima (Za hladnije vrijeme). Pored navedenog u stanu je dokupljen elektro napon i e-sat za struju, e-sat za vodu, kvalitetna BLINDA/Secure vrata, pvc stolarija i kvalitetni hrastov podni parket. U krugu od 50 metara se nalazi prodavnica, hotel Sunce (cafe i restoran), hotel home Story, pekara, park, frizerski saloni, glavna (nova) autobuska stanica iz koje svakih 5-10 minuta ide autobus u svim smjerovima. U zgradi se nalazi veliki fitness studio. Stan je evidentiran u Z/K izvadku kantonalnog suda u Sarajevu. Na stanu nema hipoteka i drugih finansijskih terete. Tehnički prijem nije izvršen tako da zgrada nije etažirana. Stan prema ugovoru ima ""oko 98,8 m2 sa balkonom"". *** Na linku ispod možete vidjeti druge nekretnine koje imamo u ponudi: https://auranekretnine.ba/nekretnine-ponuda/ AURA NEKRETNINE Centar, SarajevoAntuna Hangija 69Reg. br: 16-17-809/22 ☎ +38761560888🔗 https://auranekretnine.ba/📨 info@auranekretnine.ba"
693,"
                                                    APARTMAN ILIDZA
                                                ",95,Trosoban (3),1,Namješten,Centralno (Plin),Prodaja,,10,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,07.03.2023,,True,,True,True,True,True,,True,True,"STAN TROSOBAN  KOMPLET ADAPTIRAN I OPREMLJEN 

 ILIDZA 

MOBITEL 061288939 DZENO"
694,"
                                                    CAPITAL/ Stan Ferhadija/ 107m2/ 2.sprat/ Namješen
                                                ",107,Trosoban (3),2,Namješten,Centralno (Plin),Prodaja,Ferhadija,,,Parket,,,True,True,True,,,,True,True,True,19.08.2022,,True,,True,,True,,,,True,"CAPITAL NEKRETNINE Prodaju salonski komforan trosoban stan površine 107m2 smješten na 2.spratu stambene zgrade u ulici Ferhadija, na glavnom šetalištu. Stan je po strukturi trosoban i sastoji se od dnevnog boravka, 2 spavaće sobe, komotnog hodnika, kuhinje, trpezarije i kupatila.

Grijanje u stanu je na plinsko etažno.
Vanjska stolarija je PVC, na podovima je parket. Stan je u potpunosti renoviran prije 5 godina i opremljen vrhunskim komadima namještaja.

Stan je idealan za rentanje kao i za obavljanje svih poslovnih djelatnostu zbog pozicije i lokacije koja je najprometnija u gradu. U radijusu od 300m nalaze se svi važni sadržaji i institucije. Iz zgrade se izlazi direktno na Ferhadiju i na glavno gradsko šetalište, a u neposrednoj blizini je Vječna vatra, Baščaršija, gradski prevoz, vjerske institucije, marketi, ugostiteljski objekti, pijaca, banke, gradski prevoz.


Sve dodatne informacije na kontakt telefon:

062/222-917 Sanja Kukuljac"
695,"
                                                    STAN ILIDZA
                                                ",72,Trosoban (3),3,Namješten,Centralno (gradsko),Prodaja,,4,2000-2009,Parket,True,True,True,True,True,True,True,True,True,True,True,04.01.2022,,True,,,True,True,True,,True,True,"PRODAJEM ILIDZA MERKATOR GRAND CENTAR  DVOIPOSOBAN 72m2 SA GARAZOM 


MOBITEL 061288939 DZENAN .

 "
696,"
                                                    Stan Stup
                                                ",43,Dvosoban (2),7,Namješten,Plin,Prodaja,Stupska,5,2010+,Parket,True,True,True,True,True,True,True,True,True,True,True,09.09.2022,Zapad,True,False,True,True,,,,True,,"Prodaje se dvosoban stan površine 40m2 + 5m2 balkon na 7. spratu u zgradi novije gradnje sa liftom u centralnom dijelu naselja Stup, opština Ilidža.Stambena zgrada je izgrađena 2012. godine, a objekat posjeduje lift i redovno se održava.Stan se sastoji od dnevnog boravka sa kuhinjom, trpezarijom i balkonom sa kojeg se pruža otvoreni pogled na glavnu cestu, spavaće sobe, kupatila i hodnika.Standard izgradnje objekta je jako kvalitetan, te su pri gradnji korišteni najkvalitetniji materijali dostupni na tržištu. U stanu je postavljena pvc vanjska stolarija, dok su podovi u dnevnom boravku i spavaćoj sobi obloženi parketom. U kupatilu, kuhinji, hodniku i na balkonu su keramičke pločice. Grijanje je plinsko. Klima uređaj. Blindo Vrata. Interfon. Balkon je zatvoren PVC stolarijom. Stan se prodaje sa namještajem.U bližem okruženju moguće je pronaći sve sadržaje potrebne za život kao što su trgovački i ugostiteljski objekti, DM, mesnica, apoteka, stanice gradskog prijevoza, pijaca, škola, park itd. BH Bauu zgrada.
"
697,"
                                                    Stan i garaža Višnjik centar Sarajevo
                                                ",60,Trosoban (3),1,Namješten,Centralno (Plin),Prodaja,Visnjik,4,,Parket,True,True,True,True,True,True,,,True,True,True,14.08.2022,Jugozapad,True,False,True,True,,True,,True,True,"Prodajem dvoiposoban stan sa garažom na Višnjiku. Stan je veličine 60 m2. Posjeduje dvije sobe plus dnevni boravak,  ustakljeni balkon ( ne ulazi u navedenu kvadraturu), kupatilo, wc, spajz, te pripadajuće podrumske prostorije. Grijanje je etažno
plinsko. Uz stan se prodaje i garaža od 12 m2. Stan se nalazi 50 metara od poljske ambasade, 150 metara od UKCS. Sve informacije na telefon 061 34 87 87"
698,"
                                                    Dvoiposoban stan Sarajevo - Centar
                                                ",50,Dvosoban (2),1,Namješten,Struja,Prodaja,,,2020+,Laminat,True,True,True,True,True,,,True,True,True,,02.03.2023,,True,,,,True,,,True,,"Nekretnina je površine 50 m2 i nalazi se na prvom spratu stambene zgrade (novogradnja)
Po strukturi dvoiposoban,dvostrano orjentisan
Stan posjeduje:

- dnevni boravak sa kuhinjom i izlazom na otvorenu terasu 12 m2

- spavaća soba + balkon 4 m2

- dječija soba

- kupatilo

- hodnik

Kontakt tel. 062/359-323"
699,"
                                                    AD COMPANY prodaje stan Sarajevo - Dobrinja 2 (1276)
                                                ",68,Trosoban (3),4,Namješten,Centralno (gradsko),Prodaja,Emila Zole,5,1980-1989,Parket,True,True,True,True,True,,True,,True,True,True,27.02.2023,Zapad,True,,True,True,,True,,True,True,"BROJ OGLASA: 1276 AD Company prodaje stan na Dobrinji. Stan ima 68m2, te je po strukturi dvoiposoban. Nalazi se na četvrtom spratu stambene zgrade koja posjeduje lift.U stanu ostaje ugradbena kuhinja, elementi  Gorenje, ugradbeni plakari Primus balkan, namještaj Kalea.Kupatilo je novo iz Bagna.Sve slavine u stanu su Hansgrohe. Posjeduje veliki balkon 6m i podrumsku prostoriju koji ne ulaze u kvadraturu stana. Stan se sastoji od:-dnevne sobe,-kuhinje sa trepezarijom,-2sobe,-kupatilo,-hodnik,-balkon,-podrum.Stan se nalazi na jako lijepoj lokaciji, u blizini stana se nalazi sav bitan sadržaj koji olakšava život, kao što su: prodavnice, parkovi, restorani, teretana, itd. SVE INFORMACIJE AD COMPANY +387 62 942 270                                                       NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije. Prodajete ili iznajmljujete Vašu nekretninu? Postanite dio uspješne priče. Kontaktirajte nas danas: +387 62 942 270"
700,"
                                                    Stan Sarajevo - Centar
                                                ",71,Dvosoban (2),1,Namješten,Plin,Prodaja,,,,Parket,False,False,False,False,True,False,False,,True,True,False,02.02.2023,Sjeverozapad,True,,True,,,,,False,False,"Stan se nalazi na vrlo poznatoj lokaciji u Centru Sarajeva u Titovoj ulici.   Prednost stana je vrlo sigurna lokacija, blizu svih značajnih institucija, prvi sprat.  Stan se sastoji od velikog dnevnog boravka u koji se ulazi iz hodnika, a povezan je sa terpezarijom i kuhinjom, spavaće sobe te kupatila sa wc. Prednost ovog stana je idealna lokacija za poslovni prostor, rentanje ili život u centru grada. Stan je u izvornom stanju.

Kontakt broj: +387 62 212 644"
701,"
                                                    Prodajem stan u Hadžićima 60m2 (zgrada Holiday)
                                                ",60,Dvosoban (2),4,Namješten,Centralno (gradsko),Prodaja,Hadzici (zgrada Holiday),5,1990-1999,Parket,,True,True,,True,,,,True,True,True,26.02.2023,Jugozapad,True,,,,,,,,True,"Prodajem stan u Hadzicima (zgrada Holiday) kod dzamije. Stan je renoviran, namjesten i uknjizen 1/1. Kontakt broj 061 150 070"
702,"
                                                    Sarajevo WAVES / Namješten stan (101m2) / Ilidža
                                                ",101,Trosoban (3),6,Namješten,Centralno (Kotlovnica),Prodaja,,,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,21.02.2023,,True,,True,,True,,True,True,,"Properties Bosnia prodaje namješten stan u jednom od luksuznijih kompleksa - Sarajevo Waves:Lokacija:Sarajevo Waves, Barska 59Stan 602:Površina: 101m2Garažno mjesto: ~12m2-Stan je na 6. spratu, jako osunčan-Ima 2 pogleda: na planinu/rijeku i na grad.-Stan se prodaje sa namještajem-Jako malo korišten (kao nov)-Zgrada ima 2 lifta-Pored autobuske stanice-Stan je dio kompleksa Sarajevo Waves pod kojim se nalazi pekara, buregdžinica, restoran, kafić, supermarket, igraona za djecu itd.-Prekoputa se nalazi apoteka, krojačka radnjaZa sve dodatne informacije, kontaktirajte nas na: 062 190-990PropertiesBosniaPark Group Dubai d.o.oAbadžiluk 171000 Sarajevo"
703,"
                                                    Trosoban Stan-Novo Sarajevo
                                                ",84,Trosoban (3),3,Namješten,Plin,Prodaja,Dr.Fetaha Bečirbegovića,6,,,True,True,True,True,True,True,,,True,True,True,06.02.2023,,True,,True,,,True,,True,,"Prodajem trosoban stan apsolutno namješten i adaptiran
Moze i zamjena za manji stan uz nadoplatu 
Kontakt telefon +385 915123050 (viber) 
Treći  sprat u zgradi koja ima cetri sprata."
704,"
                                                    Dobrinja centar
                                                ",55,Dvosoban (2),2,Namješten,Centralno (Plin),Prodaja,Salke Lagumdzije 14,,,,True,True,True,True,True,,True,,True,,True,23.02.2023,,True,,,True,,,,True,,"Prodajem stan na Dobrinji, Centar. 
U pitanju je dvosoban stan. Otvorena kuhinja sa dnevnom sobom sa velikim pvc prozorima koji omogucuju lijep pogled. Zimska terasa sa pogledom na setaliste Dobrinje. Spavaca soba, i novo renovirano kupatilo. 
Parking je moguc ispred zgrade.
Stan je u prijedelu gdje je uvijek sunce, nalazi se na 2 spratu, takodje posjeduje zgrada i Lift. 
Stan je na idealnu lokaciji u samom centru"
705,"
                                                    Stan Dobrinja 4
                                                ",69,Trosoban (3),3,Namješten,Centralno (gradsko),Prodaja,Petra Tješića 9,5,1990-1999,Laminat,True,True,,,True,,,,True,True,True,06.01.2023,Istok,True,,,True,,,,True,,"Prodaje se trosoban stan, trostrano orjentisan, na atraktivnoj lokaciji kvadrature 69 m2  . Stambena jedinica se sastoji od prostranog dnevnog boravka sa izlazom na balkon kvadrature 3,7 m2 , trpezarije, odvojene kuhinje sa izlazom na lodju 1,8m2, dvije sobe, kupatila kao i pripadajuce podrumske prostorije. Zgrada ne posjeduje lift. kontakt telefon: 065/706-591 "
706,"
                                                    Stan Hadzici
                                                ",74,Trosoban (3),7,Namješten,Struja,Prodaja,Zlatnih Ljiljana,,2020+,Laminat,True,True,True,True,True,,True,True,True,True,True,22.02.2023,,True,,,,,,,True,,Ful moderno opremljen stan! Stan je sa svim namjestajem i uredjajima! Za vise informacija mozete se javit na Viber broj ‭ +47 973 36 709‬ Kompletan stan mozete pogledati na videu ispod: https://youtu.be/HXlO2W4wb38
707,"
                                                    Stan Sarajevo - Novo Sarajevo 60m2
                                                ",58,Trosoban (3),1,Namješten,Centralno (Plin),Prodaja,,2,1970-1979,Parket,True,True,True,True,True,True,,,True,True,True,17.02.2023,,True,,True,True,,True,True,True,True,"Lokacija stana je u naselju Hrasno iznad Taxi doma u mirnom dijelu obilatom zelenilom. Naselje je koncipirano na način da su u samom naselju zgrade niske spratnosti P+1 i P+2. Sama ulica u kojoj je smještena zgrada je slijepa ulica sa saobraćajem u mirovanju. Stan je trosoban(58m2m2) i u svom vlasništvu je i podrumska prostorija od 12m2. Stan se nalazi na 1 spratu i 2011 godine je izvršena kompletna adaptacija istog.Nekretnina sadrži centralni hodnik sa kupatilom, dvije spavaće sobe, dnevni boravak sa kuhinjom i trpezarijom te ostavom uz kuhinju. Također prošle godine je urađena termo fasada (10 cm) koja je završno obrađena u nijasni postojeće fasade. Opremu čini sopstveni alarmni sistem, centralno plinsko grijanje te klimu. Ono što ovaj stan čini jedinstvenim je njegova trostrana orijentacija (istok-jug-sjever), kao i njegova sama pozicija tj. nalazi se u maloj oazi zelenila usred gradske vreve, kao i činjenica da se ispred zgrade uvjek nalazi slobodno parking mjesto.U širem okruženju se nalazi Dom zdravlja, Osnovna skola, vrtici, trzni centar kao i trolejbuska i tramvajska stanica. Stan je odličan za bracne parove sa malom djecom, kako zbog saobraćaja u mirovanju tako i zbog velikog broja igrališta za djecu, te zelenila koje je dominantno u naselju.Kontakt tel: 061/509-245"
708,"
                                                    Kosevo / Bolnicka ulica - Trosoban stan 90m2
                                                ",90,Trosoban (3),3,Namješten,Centralno (Plin),Prodaja,,,,Parket,,,,,True,,,,True,True,,18.04.2022,,True,,,,,,,,,"
Prodajem trosoban stan na mirnoj lokaciji u centru grada, Bolnicka ulica 17.
U neposrednoj blizini se nalazi 6 fakulteta, Klinicki Centar, pijaca...
Stan je pogodan i kao poslovni prostor, visina stropa je 330cm.
Stan se prodaje direktnko, bez posrednika, te bih zamolila iste da me ne zovu, hvala!
Kontakt  tel. 066448424 Vera "
709,"
                                                    Stan Dobrinja (namješten)
                                                ",47,Jednoiposoban (1.5),3,Namješten,Centralno (gradsko),Prodaja,Oslobodilaca Sarajeva,,,Parket,True,,True,True,True,,,,True,True,True,02.05.2022,Istok,True,,True,True,,True,,True,True,"
Prodaje se stan na Dobrinji (47m2) sa ostavom. Sastoji se od kuhinje sa trpezarijom, dnevnog boravka i spavacom sobom,hodnikom, kupatilom i vecim balkonom. Vlasništvo uredno.Stan se nalazi na atraktivnoj lokaciji, povezan sa autobuskom i trolejbuskom linijom prema centru grada. U blizini se nalaze osnovne škole, gimnazija, tržni centri, ljekarne, pijaca, sportska dvorana i slični prateći objekti za ugodan zivot. U blizini se također nalaze skijaške planine Igman i Bjelasnica.

+387 63 385 721
"
710,"
                                                    Stan Sarajevo - Novo Sarajevo 53m2
                                                ",53,Dvosoban (2),4,Namješten,Struja,Prodaja,,,2015+,Laminat,True,True,True,True,True,True,,,True,True,True,21.02.2023,Jugozapad,True,,True,,,True,,True,True," PRODAJE SE POTPUNO NAMJEŠTEN I RENOVIRAN STAN OD 53M2 STVARNE I 51 M2 PO ZK! STAN JE RENOVIRAN PROŠLE GODINE TE POSJEDUJE: VRHUNSKA BLINDIRANA VRATA, KLIMA UREĐAJ ART COOL(LG), VANJSKU TOPLOTNU IYOLACIJU, PVC STOLARIJU, INTERNET, KABLOVSKU,...ZIMSKI RAČUN STRUJE IZNOSI SAMO 120 KM!!ZA EVENTUALNI OBILAZAK STANA KAO I VIŠE INFORMACIJA POZOVITE 063 350 046 Nihad"
711,"
                                                    Stan Hadžići 51m2
                                                ",51,Dvosoban (2),2,Namješten,Struja,Prodaja,,3,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,20.02.2023,,True,,,,True,,,True,,Stan novogradnja. Mogucnost kupovine 2 garazna mjesta 062 074 245 
712,"
                                                    AD COMPANY: prodaje stan Ilidža 63m2 (1268)
                                                ",63,Trosoban (3),12,Namješten,Centralno (Kotlovnica),Prodaja,Stupska,,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,20.02.2023,,True,,,,,,,True,,"BROJ OGLASA: 1268 AD Company prodaje stan na Stupu u naselju Tibra, ulica Stupska. Stan ima 63m2, te je po strukturi trosoban. Nalazi se na dvanaestom spratu stambene zgrade koja posjeduje lift.Stan se sastoji od: -dnevnog boravka sa trpezarijom, -kuhinjom  i -izlazom na balkon,  -spavaće sobe, -dječije sobe, -hodnika i-kupatila.Na podovima je postavljen parket, keramičke pločice u kupatilu, kuhinji i hodniku, vanjska PVC stolarija, a unutrašnja je drvena, blinda vrata, grijanje centralno (kotlovnica) sa ugrađenim kalometrom. Također stan posjeduje i klimu. Stan se prodaje namješten. Stambena zgrada se nalazi neposredno uz tramvajsku liniju, a sama lokacija je atraktivna zbog blizine sadržaja koji doprinose kvaliteti življenja, u blizini se nalazi vrtići, supermarketi, brojni ugostiteljski objekti, apoteka, ambulanta, pijaca, banka, itd.Zgrada posjeduje dva lifta i video nadzor, dok se ispred stana nalazi predulaz koji se zaključava. SVE INFORMACIJE AD COMPANY +387 62 942 270                                                       NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije. Prodajete ili iznajmljujete Vašu nekretninu? Postanite dio uspješne priče. Kontaktirajte nas danas: +387 62 942 270"
713,"
                                                    Adaptiran trosoban stan / 74m2 / Koševo
                                                ",74,Trosoban (3),7,Namješten,Centralno (gradsko),Prodaja,Patriotske lige 40,,,Laminat,,True,True,True,True,,True,,True,True,True,01.02.2023,,True,,,,True,,,,True,"Prodajem adaptirani, dvostrano orijentisani trosoban stan u zgradi koja je nedavno adaptirana i utopljena.Zgrada posjeduje centralno grijanje, 2 lifta, video nadzor i odlično se održava.Stan se sastoji od:- dnevni boravak sa trpezarijom- kuhinja- kupatilo- wc- spavaća soba- dječija sobaU traženu cijenu je uključena kuhinja i dječija soba po mjeri, a o ostalim stvarima se može dodatno pregovarati.Kontakt telefoni:061 228 948061 559 226"
