Unnamed: 0,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon.1,nedavno_adaptiran,details
175,"
                                                    NOVOGRADNJA: Trosoban dvoetažni stan 89.5 m2,Stari Grad
                                                ",Na upit,89.5,Trosoban (3),2,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,10.0,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,Jug,True,,True,,True,True,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 29 - 89.5 m2Prostran trosoban dvoetažni stan površine 89.5  m2 označen II sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, dvije spavaće sobe, stepeništa, gardarobera, kuhinje sa trpazarijom, dva kupatila, toaleta i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godne i tehničkim prijemom objekata planiranim u decembru 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
176,"
                                                    NOVOGRADNJA: Trosoban dvoetažni stan 93.4m2,Stari Grad
                                                ",Na upit,93.4,Trosoban (3),2,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,9.3,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,Jugozapad,True,,True,,True,True,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 27 - 93.4 m2Prostran trosoban dvoetažni stan površine 93.4  m2 označen II sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, dvije spavaće sobe, stepeništa, gardarobera, kuhinje sa trpazarijom, dva kupatila, toaleta i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godne i tehničkim prijemom objekata planiranim u decembru 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
177,"
                                                    NOVOGRADNJA: Dvosoban stan 54 m2, Stari Grad
                                                ",Na upit,54.0,Dvosoban (2),1,Nenamješten,,Plin,Prodaja,Mihrivode,11.8,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,Jug,True,,True,,True,,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 21 - 54. m2Dvosoban stan površine 54.02 m2 označen I sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, spavaće sobe, kuhinje sa trpazarijom,kupatila i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim u decembru 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
178,"
                                                    NOVOGRADNJA: Dvosoban stan 46.8 m2, Mihrivode
                                                ",Na upit,46.8,Dvosoban (2),Suteren,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,6.7,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,27.09.2021,Jugozapad,,,True,,True,,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 3 - 46.8 m2Dvosoban stan površine 46.8 m2 označen kao suteren ( realno stanje PRIZEMLJE ). Stan se sastoji od ulaznog hodnika, dnevnog boravka, spavaće sobe, kuhinje sa trpazarijom,kupatila i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim u decembru 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
179,"
                                                    NOVOGRADNJA: Trosoban stan 60 m2, Stari Grad
                                                ",Na upit,60.0,Trosoban (3),Suteren,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,5.0,2020+,Parket,True,True,True,True,True,True,True,True,True,True,True,28.10.2022,Jugozapad,,,True,,,True,,True,,"NOVOGRADNJA, Stari GradCITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 2 - 60 m2Po strukturi trosoban stan ( suteren ) koji se sastoji od ulaznog hodnika, dnevnog boravka sa trpazarijom i izlazom na balkon, dvije spavace sobe, kupatila i ostave. Zbog pozicije stambene zgrade i terena, suteren izgleda kao prvi sprat.U fotografijama su postavljene skice zgrade sa oznacenom spratnoscu i pozicijom stanova.Standard:Ulazna vrata: blindoGrijanje: plinsko etaznoVanjska stolarija: PVCUnutrasnja stolarija: drvoPodne obloge: parket i keramicke plocicePrikljucci i instalacije: interfon, internet, kablovska tv, klimaVanjsko parking mjesto je predmet prodaje ( 10.000 KM sa PDV-om ). U sklopu zgrade planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2. Finansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Stambena zgrada se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
180,"
                                                    NOVOGRADNJA: Četverosoban stan 100.87 m2, Stari Grad
                                                ",Na upit,101.0,Četverosoban (4),2,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,10.0,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,Jugoistok,True,,True,,True,True,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 30 - 100.89 m2Četverosoban stan površine 100.89 m2 označen II sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, tri spavaće sobe, gardarobera, kuhinje sa trpazarijom, tri kupatila i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim za mjesec decembar 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
181,"
                                                    NOVOGRADNJA: Trosoban dvoetažni stan 89.2 m2,Stari Grad
                                                ",Na upit,89.2,Trosoban (3),2,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,10.0,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,Jugozapad,True,,True,,True,True,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 26 - 89.2 m2Prostran trosoban dvoetažni stan površine 89.2  m2 označen II sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, dvije spavaće sobe, stepeništa, gardarobera, kuhinje sa trpazarijom, dva kupatila, toaleta i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim za mjesec decembar 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
182,"
                                                    NOVOGRADNJA: Trosoban dvoetažni stan 93.4m2,Stari Grad
                                                ",Na upit,93.4,Trosoban (3),2,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,9.3,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,Jugozapad,True,,True,,True,True,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.com Opis nekretnine:Stan 28 - 93.4 m2Prostran trosoban dvoetažni stan površine 93.4  m2 označen II sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, dvije spavaće sobe, stepeništa, gardarobera, kuhinje sa trpazarijom, dva kupatila, toaleta i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim u decembru 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %. Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja. Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
183,"
                                                    NOVOGRADNJA: Četverosoban dvoetažni stan 113 m2
                                                ",Na upit,113.3,Četverosoban (4),2,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,10.0,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,,True,,True,,True,True,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.comOpis nekretnine:Stan 25 - 113.25 m2Četverosoban stan površine 113.25 m2 označen II sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, tri spavaće sobe, gardarobera, kuhinje sa trpazarijom, tri kupatila, toaleta i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim u decembru 2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %.Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja.Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
184,"
                                                    NOVOGRADNJA: Dvosoban stan 46.79 m2, Stari Grad
                                                ",Na upit,46.8,Dvosoban (2),1,Nenamješten,,Centralno (Plin),Prodaja,Mihrivode,13.3,2020+,Parket,True,True,True,True,True,True,,True,True,True,True,03.02.2022,,True,,True,,True,,True,True,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.comOpis nekretnine:Stan 22 - 46.8 m2Dvosoban stan površine 46.8 m2 označen I sprat. Stan se sastoji od ulaznog hodnika, dnevnog boravka, spavaće sobe, kuhinje sa trpazarijom,kupatila i balkona. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim u decembru 2023. godine.
U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.
Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %.Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja.Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
185,"
                                                    NOVOGRADNJA: Dvosoban stan 41.05 m2, Mihrivode
                                                ",Na upit,41.1,Dvosoban (2),Suteren,Nenamješten,,Centralno (Plin),Prodaja,,,2020+,Parket,,True,True,True,True,True,,True,True,True,True,27.09.2021,,True,,True,,True,,,,,"NOVOGRADNJA, Mihrivode ( Stari Grad )CITY DESIGN+387 61 012 142cdnekretnine@outlook.comOpis nekretnine:Stan 1 - 41.05 m2Dvosoban stan površine 41.05 m2 označen kao suteren ( realno stanje PRIZEMLJE ). Stan se sastoji od ulaznog hodnika, dnevnog boravka, spavaće sobe, kuhinje sa trpazarijom i kupatila. Tlocrt sa površinama prostorija u fotografijama.Iz ponude izdvajamo prodaju stanove u NOVOGRADNJI visoke kvalitete u Sarajevskom naselju Mihrivode, Opština Stari Grad. Kompleks se sastoji iz 3 ( tri ) stambene zgrade sa svim pripadajućim sadržajima u vidu parkinga , garažnih mjesta i ostava.Stanovi su u izgradnji sa planiranim završetkom radova do septembra 2023. godine i tehničkim prijemom objekata planiranim u decembru  2023. godine.U sklopu kompleksa planirana je i izgradnja dvoetažnog vrtića ukupne površine 400 m2.U ponudi su stanovi u rasponu od 27 m2 do 115 m2.Za sve detaljnije informacije u vezi projekta, raspoloživosti kvadrature i tlocrta stanova kontaktirajte agenta prodaje. Kontakt informacije se nalaze u lijevom gornjem uglu opisa.Uz svaki kupljeni stan, obavezna je i kupovina garažnog mjesta kvadatura 13 m2 i 14 m2 po cijeni od 25.000 KM ( sa uključenim PDV-om ).
Standard:Grijanje: plinsko etažno ( centralno )Ulazna vrata: blindoPodne obloge: parket visoke kvaliteteVanjska stolarija: Visoko kvalitetna PVCUnutrašnja stolarija: drvoPriključci i instalacije: interfon, kamera, video nadzor, internet, kablovska tvFinansiranje:Pogodnost za potencijalne kupce je i mogućnost finansiranja i kupovine stanova preko kreditnih linija.Izdvajamo SPARKASSE BANKKupcima je ostavljena i mogućnost odloženog plaćanja po fazama gradnje uz učešće od 20 %.Lokacija:Kompleks se nalazi u Opštini Stari Grad, naselje Mihrivode. Mirno okruženje sa panoramskim pogledom na Sarajevo, neposredna blizina stare jezgre grada, Baščaršije, javnog gradskog prevoza, osnove škole, vrtića, supermarketa, poslovno - prodajnih i ugostiteljskih objekata, BH Pošte, banke i ostalih sadržaja.Za sve detaljnije informacije, molimo Vas da kontaktirate agenta prodaje."
