,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
237,"
                                                    AURA/ Adaptiran Stan 51m2 / 1 spr./ Marijin Dvor
                                                ",,,,,,,,5,1980-1989,Laminat,True,True,True,True,True,True,,,True,,True,25.04.2023,,True,,,True,,True,,True,True,"PRODAJE SE dvoiposoban stan na prvom spratu u naselju Marijin Dvor.STRUKTURA: Stan je po stukturi dvoiposoban i sastoji se od dnevne sobe, prostrane spavaće sobe, hodnika, kuhinje, kupatila i dva balkona (jedan je francuski). Prema ZK površina stana  je 51m2 bez uračunatog balkona. Stan posjeduje pripadajuću prostoriju veličine 18m2.STANDARD: Stan je nedavno potpuno adaptiran. Postavljeni su novi PVC više komorni prozori, postavljen najkvalitetniji laminat, zamjenjena keramika u hodnicima i kuhinji, klima Gree, plinsko grijanje na Vaillant bojler (ima garancija), postavljena su nova kvalitetna sigurnosna ulazna vrata. U stanu je instalirana moderna rasvjeta. Stan je osunčan veći dio dana. LOKACIJA: Stan se nalazi u sigurno najljepšem dijelu Sarajeva u blizini hotela Holiday INN, SCC i Unitic-a. U bližoj okolini nalaze se svi potrebni objekti i institucije. Zahvaljujući skromnoj izdvojenosti ulice Kalemova iz frekventnog gradskog jezgra, budući vlasnici će imati oazu mira u centru grada.AGENCIJA AURA OSIGURAVA KUPCE policom od odgovornosti u procesu kupoprodaje - Wiener Osiguranje.  *** Na linku ispod možete vidjeti druge nekretnine koje imamo u ponudi: https://auranekretnine.ba/nekretnine-ponuda/ AURA NEKRETNINE Centar, SarajevoAntuna Hangija 69Reg. br: 16-17-97/23 ☎ +38761560888🔗 https://auranekretnine.ba/📨 info@auranekretnine.ba"
238,"
                                                    Stan Sarajevo - Novi Grad 72m2,  novogradnja
                                                ",,,,,,,Ive Andrića 25,,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,05.05.2023,,,,,,,True,,True,,"Prodajemo nov polunamješten stan na adresi Ive Andrića 25, u kojem niko nije boravio dosad. Stan se nalazi pored Terex pumpe, na glavnoj cesti ( Dobrinja 4/ Republika Srpska). U neposrednoj blizini stana se nalazi trolejbuska stanica i stanica za komercijalu ( otprilike 10tak minuta). Na Dobrinji se nalaze tri osnovne škole, dvije gimnazije, 4-5 vrtića i mnogo bogatog i pristupačnog sadržaja kako za odrasle osobe tako i za porodice, od lako dostupnih državnih, privatnih doktora, specijalista pa do pijace i raznih radnji, butika.   Stan ima 72 kvadrata, polunamješten je. Nalazi se na četvrtom spratu, zgrada je sa liftom i protupožarnim stepeništem. U sklopu kuhinje je opremljen sa električnim šporetom i pločom kao i napom a u produžetku kuhinje se nalazi ostava/špajz u kojoj je veliki frižider. Stan ima internet priključak i kablovsku televiziju, kao i televizor u sklopu dnevne sobe.Dostupno je veliko kupatilo i mali toalet i balkon.Ispred zgrade se nalazi parking.Za sve dodatne informacije, pošaljite privatnu poruku."
239,"
                                                    Stan Sarajevo - Novi Grad
                                                ",,,,,,,,,,,True,True,True,True,,,True,,,,True,04.05.2023,,,,,True,,,,True,,"Dvostrano orjentisan dva balkon mirno naselje parking blizina gradskog prevoza,trzni centric, Banke, posted, apoteke, obdanista, djecije igraliste jednom rijecju sve u 200m"
240,"
                                                    Velešići / Dvosoban stan / 49 m2
                                                ",,,,,,,Muhameda ef. Pandže,20,2010+,Laminat,True,True,True,True,True,True,,,True,True,,18.12.2022,Sjeveroistok,True,,True,,,True,,True,,"ON TIME Agencija za nekretnine prodaje polunamješten dvosoban stan površine 49 m2, u Sarajevu, naselje Velešići.
 
SADRŽAJ: Prodaje se fantastičan dvosoban polunamješten stan u zgradi novije gradnje, površine 49 m2, na prvom spratu stambeno poslovnog objekta, koji posjeduje ne posjeduje lift.
Za sve informacije o ovoj ponudi i svim ostalim pojedinostima pozovite Vašeg agenta: Nedim Hodžić  Mob/Viber/WhatsApp +387 61 758 287.
Stan se sastoji od dnevnog boravka, kuhinje, trpezarije, spavaće sobe, hodnika, kupatila i terase.
STANDARD: Plinsko etažno grijanje, vanjska PVC stolarija, unutrašnja drvena stolarija, laminat u prostorijama, keramika u kuhinji, hodniku i kupatilu, blindirana ulazna vrata, interfon i klima uređaj.
 LOKACIJA: Stan se nalazi na prvom spratu stambeno-poslovnog objekta novije gradnje sa ukupno 4 sprata u ulici Muhameda ef Pandže, naselje Velešići. Stambena zgrada je okružena mnoštvom lijepo uređenih zelenih površina, a sama lokacija je atraktivna zbog blizine sadržaja koji doprinose kvaliteti življenja, te se u radijusu od samo 400 metara nalaze: tržni centar ""Penny"", Hotel ""Grand"", mnogobrojni ugostiteljski objekti, trgovačke radnje, apoteka, dječije igralište, itd.  Lokacija je dobro povezana javnim gradskim saobraćajem sa ostalim dijelovima grada, tako da je najbliže stajalište udaljeno samo 100 m od zgrade. U neposrednoj blizini zgrade nalazi se dovoljno parking prostora za stanare.
 
CIJENA STANA: 175.000 KM.
NA NEKRETNINU SE PLAĆA POREZ NA PROMETOVANJE NEKRETNINE!!
FINANSIRANJE Putem ugovora o saradnji sa komercijalnim bankama u mogućnosti smo da Vam ponudimo u svakom trenutku najpovoljnije uslove finansiranja kupovine nekretnina na tržištu.
 
https://ontime.ba/nekretnine/stanovi/centar/dvosoban-stan-velesici-50m2-polunamjesten/
 
Sve informacije možete dobiti na slijedeće brojeve telefona:
+387 61 758 287 +387 62 215 807
ON TIME Agencija za nekretnine Džemala Bijedića 160 E 71000 Sarajevo
https://ontime.ba
info@ontime.ba
https://ontime.olx.ba/
https://www.facebook.com/OnTimeNekretnine
https://www.instagram.com/on_time_agencija_za_nekretnine/
 
NAPOMENA: Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
241,"
                                                    Stan Sarajevo - Novi Grad Otoka
                                                ",,,,,,,Gradačačka,2,1970-1979,Parket,,,,,,,,,True,True,,04.05.2023,istok,True,,,True,,,,,,Sve info na br.066025504
242,"
                                                    Stan Vogošća 58 m2
                                                ",,,,,,,,3,2010+,Parket,True,True,True,True,True,,True,,True,True,,03.05.2023,,True,,True,,,,,True,True,"Stan se sastoji od dnevnog boravka, spavaće sobe, hodnika, degažmana, trpezarije, kuhinje, kupatila, wc-a i lođe. Nalazi se na 2. spratu. Prodaje se djelimično namješten. Zgrada je izgrađena 2014. godine  i nalazi se u mirnom i tihom naselju okružena zelenilom. Preko puta zgrade je ambulanta, na minut hoda je vrtić, gradski prevoz je 2 minute hoda. Osnovna škola 5 minuta, a uži centar Vogošće je na nekoliko minuta hoda.Moj kontak broj telefona je: 062 713 992"
243,"
                                                    Stan Alipasino Polje 77m2
                                                ",,,,,,,"Bosanska 15, 71000 Sarajevo",,,Parket,True,True,,,,,True,,,,,01.05.2023,,True,,,True,,,,True,,"Osunčan stan sa uknjiženih 77 m² i 5m² balkona preuređenog u malu sobu i sa južno orijentisanim balkonom sa pogledom na park. U dobrom stanju, trenutno bez slika jer su aktuelni podstanari tu do 1. jula. 2 lifta, podrum u dobrom stanju, na svakom spratu smetljarnik i zajednički skladišni prostor. 2 velike spavaće sobe, veliki dnevni boravak i trpezarija iz koje se pruža dugačak hodnik sve do kupatila. Pored ulaznih vrata je vešeraj koji je nekada služio kao 2. toalet. Slike će biti dostupne nakon izlaska trenutnih stanara."
244,"
                                                    Stan Sarajevo-Stari Grad Sarajevo-Stari Grad
                                                ",,,,,,,Ulomljenica,20,,Parket,True,True,,,True,,,,True,True,,12.02.2023,,True,,True,,,,,True,,"Agencija za nekretnine ŠALJIĆ upisana u registar posrednika pod rednim broj 64 Federalnog Ministarstva Trgovine i riješenjem o ispunjavanju uvjeta za obavljanje djelatnosti posredovanja broj 05-04-87-UT/23 OBJAVLJUJE prodaju trosobnog stan u Sarajevu na čaršiji Nekretnina se nalazi na IV (četvrtom) spratu stambene zgrade 
 
Stan se sastoji od: hodnik, dnevni boravak, dvije spavace sobe, kupatila, kuhinje i trepezarije
 
Površina nekretnine iznosi 66m2, i balkona sa 20m2  
 
Cijena navedene nekretnine je 265.000,00 KM  
 
Za sve detaljne informacije kao i termin da pogledate nekretninu nazovite na navedeni broj telefona:   
+387603123685  
Bakir"
245,"
                                                    Stan Međugorje
                                                ",,,,,,,Dr. Franje Tuđmana,,,,True,True,,,True,True,,,,,,19.04.2023,,True,,,,,,True,True,,"Prodaje se stan u Međugorju, opština Čitluk.  Nalazi se u ulici dr. Franje Tuđmana 31, na odličnoj lokaciji. Kvadratura stana je 97m2, a sastoji se od prostrane kuhinje, dnevnog boravka, trpezarije, 2 spavaće sobe, kupatila, i hodnika. Posjeduje podno grijanje i veoma je prostran. Namještaj nije uključen u cijenu, ali može biti.Za više informacija možete kontaktirati broj 061896873 ili na e-mail adresu: contact@al-ream.com"
246,"
                                                    Stan / Doglodi / 50.30m2 / NOVOGRADNJA
                                                ",,,,,,,Uglješe Uzelca,4,2020+,Parket,True,True,True,True,True,True,,True,True,True,,07.04.2023,Jugoistok,True,,,,,,,True,,"ON TIME Agencija za nekretnine prodaje fantastičan stan u novogradnji, površine 50,30 m2,  u naselju Doglodi.Prodaje se fantastičan polunamješten stan u novogradnji površine 50,30m2 u naselju Doglodi, Opština Ilidža. Objekat se nalazi uz ceste Bojnička i Uglješe Uzelca odakle je i prilaz objektu. Objekat je spratnosti P + 2Sp. Stan se nalazi na drugom spratu i jednostrane je orijentacije. Uz kupovinu stana dobijate označeno vanjsko parking mjesto ispred objekta.Za sve informacije o ovoj ponudi i svim ostalim pojedinostima pozovite Vašeg agenta: Nedim Hodžić Mob/Viber/WhatsApp +387 61 758 287.Stan se sastoji od dnevnog boravka u spoju sa kuhinjom i trpezarijom, spavaće sobe, kupatila, hodnika i balkona. Stan je orijentisan jednostrano, istočne orijentacije, što ga čini svijetlim tokom sunčanih dana.STANDARD: Grijanje je na inverter klima uređaje; Vanjska PVC stolarija; Unutrašnja drvena stolarija; Ulazna vrata blindirana; Podni dijelovi su parket i keramika.. DOSTUPNE KVADRATURE STANOVA II sprat: Stan S1 ( JEDNOIPOSOBAN STAN )– površine 50,30 m2 – 130.780 KM Stan S2 ( JEDNOIPOSOBAN STAN )– površine 53,35 m2 – 138.710 KM Stan S3 ( DVOIPOSOBAN STAN )– površine 73,50 m2 – 169.050 KM LOKACIJA: Poslovno-stambeni objekat se nalazi uz glavnu saobraćajnicu u naselju, te stanice javnog gradskog prevoza su nalaze ispred samog objekta.U blizini je sadržaj potreban za svakodnevni život kao što su škola cca 1km, vrtić 150m, ugostiteljski, uslužni objekti, supermarketi i dr. Udaljenost od aerodoma je 5km od centra Ilidže 4km. CIJENA: 130.780 KM.CIJENA KOMPLETNOG NAMJEŠTENOG STANA: 135.810 KM.Sve cijene su iskazane sa uračunatim PDV-om!NA NEKRETNINU SE NE PLAĆA POREZ NA PROMETOVANJE NEKRETNINE!!FINANSIRANJE Putem ugovora o saradnji sa komercijalnim bankama u mogućnosti smo da Vam ponudimo u svakom trenutku najpovoljnije uslove finansiranja kupovine nekretnina na tržištu. https://ontime.ba/nekretnine/stanovi/ilidza/jednoiposoban-stan-doglodi-5030-m2-novogradnja/Sve informacije možete dobiti na slijedeće brojeve telefona:+387 61 758 287+387 62 215 807ON TIME Agencija za nekretnineDžemala Bijedića 279B71000 Sarajevohttps://ontime.bainfo@ontime.bahttps://ontime.olx.ba/https://www.facebook.com/OnTimeNekretninehttps://www.instagram.com/on_time_agencija_za_nekretnine/NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
247,"
                                                    Stan Dobrinja Sarajevo - Novi Grad 79m2
                                                ",,,,,,,,3.2,1980-1989,Parket,True,True,True,True,True,,,,True,True,True,01.04.2023,Jugoistok,True,,,True,,True,,True,True,"STAN DOBRINJA SARAJEVO - NOVI GRAD 79 m2
Ekskluzivno!

Prodajemo četverosoban stan u strogom centru Dobrinje, površine 79m2, a koji se nalazi na trećem spratu zgrade u ulici Salke Nazečića, u naselju Dobrinja 3. Zgrada je pozicionirana u mirnom dijelu naselja Dobrinja, uz rijeku. Stan se nalazi u blizini svih najznačajnijih kulturnih, obrazovnih, sportskih, zdravstvenih, poslovnih, društvenih, zabavnih i raznih drugih sadržaja i institucija, a ipak dovoljno udaljen i izolovan od najprometnijih ulica i trolejbuske buke. U krugu od 200 m udaljenosti nalazi sve što je potrebno za ugodan i lijep život, kao na primjer sljedeći sadržaji: šetališta, Park Prijateljstva, Sportska Dvorana Dobrinja, novootvoreni bazen, policijska stanica, tržni centar Mercator, Konzum, Bingo, Amko komerc, sve banke, brojni ugostiteljski i trgovinski objekti, autobusko stajalište i terminal za međugradski i međunarodni saobraćaj, Dom zdravlja, punkt hitne pomoći, obdaništa, 3 osnovne škole, 2 gimnazije, teretane, razni saloni, glavna pošta, apoteke, zelena pijaca, parkovi za djecu, sprave za vježbanje na otvorenom, livada iza zgrade, šetalište pored rijeke i još mnogo toga. Stan je orjentisan istok/zapad. 
Ispred zgrade ima prostor za parkiranje, a u krugu od 50m imaju 4 parkinga, od kojih se 2 vide sa prozora.
Idealna prilika!

Po ZK izvatku stan ima 79 m2 stambene površine, a stvarna kvadratura stana je 82 m2. Pored stambene površine navedene kvadarature ima još plus pripadajuća lođa. Stan je na idealnom III spratu. Dvostrano je orijentisan i osunčan tijekom cijelog dana. 

Stan se sastoji od: 
ulaznog hodnikaostavemali toaletmali hodnik 1soba 1 (istok)kuhinja sa trpezarijom (istok)veliki dnevni boravak (istok)lođa (na istočnoj strani koji gleda prema ulici)mali hodnik 2soba 2 (zapad)soba 3 (zapad)veliko kupatilo sa toaletomStandard: U stanu je unutrašnja i vanjska stolarija drvena. U ulaznom hodniku, malim hodnicima i kuhinji su pločice, u sobama i trpezariji je parket. Stan je djelomično renoviran prije 2 godine, kada je rađena nova kuhinja po mjeri i zamjenjen dio vanjske stolarije, te je renovirana unutrašnja stolarija. Sada je prilika i ostavljena je mogućnost budućem vlasniku da uredi stan shodno svojim željama i ukusu. 
Cijena stana je: 258.500 KM
Vlasnici stana zadržavaju pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora ili Ugovora o kupoprodaji nekretnine koriguju cijenu stana (snize, zadrže istu ili povećaju cijenu).

Za sve dodatne informacije molimo pozvati na broj telefona:
+387 62 300 709"
248,"
                                                    Višesoban salonski stan Ferhadija prodaja
                                                ",,,,,,,Ferhadija,4,Prije 1950,Parket,True,True,,,True,,,,True,True,,29.08.2022,Jug,True,,True,True,,True,,True,,"Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja višesoban salonski stan u pješačkoj zoni centra, ulica Ferhadija.Sama ulica ponosno nosi breme jednog od najznačajnih simbola Bosne i Hercegovine i glavnog grada Sarajeva, povezujući Vječnu vatru i Baščaršiju jedinstvenom pričom sažetom u prepoznatljivoj sintagmi - ""Evropski Jeruzalem"". 520 metara duga ljepotica nudi nam haman isto toliko godina historijskog nasljeđa, susret orijenta i okcidenta, simbole grada, kozmopolitsko stanovanje, veliki broj institucija svih vrsta... Zgrada u kojoj je predmetni stan smješten nalazi se preko puta Ekonomskog fakulteta, a pogled iz dnevnog boravka pruža se na obnovljeni Trg oslobođenja.Površinu 136 m2 čine 5 prostorija, kuhinja s trpezarijom i izlazom na balkon, kupatilo, toalet, vešeraj i ulazni hodnik. Stan je renoviran 2000. godine, pri čemu su izmijenjene instalacije struje i vode, a ostatak restauriran bez narušavanja suštinskih elemenata i bitnih karakteristika nekretnine.Certificirana agencija za nekretnine Stanpromet.ba NekretnineRegistarski broj posrednika 001/2022!Grbavička 8b, 71000 SarajevoAgent Emin Canović+38762943330agencija@stanpromet.ba"
249,"
                                                    Stan Sarajevo Centar Kranjceviceva Ul.i Garaza od19,5m2
                                                ",,,,,,,kranjceviceva ulica,,,,True,True,True,True,True,True,True,,True,True,True,18.12.2021,,True,,True,True,True,,True,True,,"Prodaje se stan od 109,32m2 Kranjceviceva ulica  centar Sarajevo  Garaza od 19,5m2 po dogovoruUmjetnicke slike u Vrijednosti od 22000KM se daju na poklon(sve umjetnicke slike su procjenene i potvrde postoje uz slike)"
250,"
                                                    Stan Sarajevo - Stari Grad 77m2
                                                ",,,,,,,Djenetića cmikma 14,,1960-1969,Parket,,,,,,,,,,,True,21.04.2023,,True,,True,True,,,,,,"Predivan stan sa pogledom na grad i trebević , veoma sunčan ( pozicija prozora istok zapad ) obnovljeni i prelakirani parketi i novi prozori !!! U suterenu se nalazi šupa a na vrhu zgrade pripadajući dio terase .Za ostale informacije mobil 062911788"
251,"
                                                    Stan Sarajevo - Novi Grad 70m2
                                                ",,,,,,,Trg međunarodnog prijateljstva br.3,4.5,1980-1989,Parket,,True,True,True,True,,True,,True,True,True,16.04.2023,Istok,True,False,,True,True,,,,,"Prodaja prostranog stana na Alipašinom polju (70m2), sa dvije spavaće sobe, dnevnim boravkom, kuhinjom, trepezarijom, kupatilom i wc-om, hodnikom i terasom. Stan se nalazi na prvom spratu u blizini atraktivnih sadržaja ( gradski saobraćaj, ambulanta, pošte, dječiji parkovi, vrtići, osnovne škole, banke, itd.) Stan je dvostrano orijentisan (istok, zapad) i namješten.Zainteresovani se mogu javiti na broj :062/013-117  i   062/ 262- 203"
252,"
                                                    ON TIME prodaje: Sarajevo, Maršala Tita, Stan, 120 m2
                                                ",,,,,,,Maršala Tita,,Prije 1950,Parket,,True,True,True,True,True,,,True,True,True,18.07.2020,,True,,True,,,True,,,,"ON TIME Agencija za nekretnine prodaje ne namješten četverosoban stan u centru Sarajevu, ulica Maršala Tita, 120 m2.
 
Sadržaj:
Prodaje se četverosoban stan sa djelomičnim namještajem, površine 120 m2, uknjižene kvadrature 90 m2, u najužem centru Sarajeva. Stambeni objekat u kojem se nalazi nekretnina se nalazi u ulici Maršala Tita, a sagrađen je u klasičnom austrougarskom stilu 1912. godine.
Nekretnina se nalazi na četvrtom zadnjem spratu stambene zgrade, koja ne posjeduje lift. 
Stan se sastoji od dnevnog boravka u spoju sa trepezarijom, kuhinje, tri spavaće sobe, predsoblja, dva kupatila i vanjske ostave.
U stanu je postavljena vanjska PVC stolarija, žaluzine su postavljene na prozorima, unutrašnja stolarija je drvena. Krovni prozori su „Velux“. Podni dijelovi su parket hrast i to u dnevnom boravku, spavačim sobama i predosblju, keramičke pločice su u kuhinji,  kupatilima i ostavi.
U stanu su postavljena blindirana vrata. Plakari se postavljeni cijelom dužinom predsoblja.
Stan posjeduje klima uređaj, interfon, internet i kablovsku.
Grijanje je centralno električno, a postavljeni su pločasti radijatori „Lipovica“ sa samoregulirajućim termostatom.
Stan je jednostrano orijentisan, orijentacije sjevero-istok, što ga čini sunčanim i svijetlim tokom sunčanih dana.
 
Lokacija:
Stan se nalazi na četvrtom spratu stambene zgrade u ulici Maršala Tita, Opština Centar. Obzirom na izvrsnu lokaciju, u neposrednoj blizini nekretnine su smještene mnoge obrazovne ustanove, kulturne i državne institucije , historijski spomenici, trgovine, sportsko rekreacioni centri, što doprinosi kvalitetu života na ovoj lokaciji.
 
CIJENA: 360.000 KM.
 
https://ontime.ba/nekretnine/stanovi/centar/cetverosoban-stan-u-centru-sarajevu-ulica-marsala-tita-120-m2/
 
 
 
Sve informacije možete dobiti na slijedeće brojeve telefona:
+387 61 758 287 +387 62 215 807
ON TIME Agencija za nekretnine Džemala Bijedića 160 E 71000 Sarajevo
https://ontime.ba
 
NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.
 "
253,"
                                                    Stan Sarajevo - Novo Sarajevo 71m2
                                                ",,,,,,,Grbavička 8A,,,Laminat,,True,True,True,True,,True,,True,True,True,07.03.2023,Jugoistok,True,,,True,,True,,,,Molimo sve zainteresovane da zovu na broj 061 379 784 nakon 17:00h.
254,"
                                                    Stan Sarajevo - Novi Grad 112m2
                                                ",,,,,,,,,1980-1989,Parket,,True,True,True,True,True,,,True,True,True,06.04.2023,,True,,,True,,True,True,,True,"Penthouse B Faza, 112m2Iz nase ponude za prodaju izdvajamo ekskluzivan penthouse koji se nalazi tik uz zgradu CIPSa u opcini Novi Grad .Sama zgrada se sastoji od 4 sprata sa 4 stana, sto znaci da se penthouse prostire citavom povrsinom jednog sprata zgrade.Stan luksuzno uredjen, i namjesten, sva voda i kanalizacija nova. Struja komplet nanovo radjena, PVC stolarija i na dva balkona zatvorenog tipa sa velikim prozorima,، parket na svim prostorijama osim kuhinje i dva kupatila i ostave gdje je keramika.LED rasvjeta kombinacija žute i bijele,Spušteni plafoni u glavnim prostorijama, dve trpezarije, dnevni boravak i kuhinja i predsoblje i ulazni hodnikPrilikom samoga renoviranja koristeni su samo najkvalitetniji materijali sto se vidi na prvi pogled.Uz stan dolazi i ostava u podrumu koja je takodjer uredjena i trenutno se koristi za sezonsku garderobu i sportske rekvizite.Sama zgrada se nalazi u izuzetno mirnom djelu naselja bez prometnog saobracaja. Okruzena je parkovima, djecijim igralistima, vrticima i skolama.U nepostednoj blizini nalaze se pekare, supermarketi, mesare, pijaca, restorani i slasticarne.Na samo 1km od zgrade nalazi se BCC a uskoro i Lidl Centar.Glavne saobracajnice sa stanicama javnog gradskog prevoza su na udaljenosti od svega tri minuta hoda, dok je zgrada zbog svog polozaja dovoljno izolovana od buke i guzve glavne saobracajnice.Ispred zgrade se nalazi zajednicki parking, te je svakodnevno koristenje automobila uveliko olaksano. Kontakt:Zlatan KarajicWeb: www.mmrealestate.baE-Mail: zlatan@mmrealestate.baMob: 00387 61 051 890"
255,"
                                                    Stan Sarajevo - Centar 60m2
                                                ",,,,,,,,5,,,,True,True,True,,,,,,,,09.04.2023,,,,,,,,,,,"Prodaje se trosoban stan  u naselju Velešići, općina Novo Sarajevo.Nalazi se na drugom spratu zgrade. Sastoji se od dnevnog boravka, dvije  spavaće sobe,hodnika, ostave, balkona kupatila i VC-a.Stan je jako funkcionalan, ima lijep pogled na okolinu  i jako je  osunčan.Grijanje je gradsko a u stanu ima ugrađen kalometar, odnosno mjerač potrošnje grijanja.Stan se može nesmetano odmah koristiti. Sve instalacije grijanja, vode i struje su ispravne. U neposrednoj blizini stana nalazi se gradski prevoz, škols, marketi , vjerski objekti i drugi sadržaji koji služe za nesmetano življenje.Stan se može uvjek pogledati uz predhodni dogovor na tel. 061564101.Cijena stana je 240000 hiljada KM."
256,"
                                                    Stan Sarajevo-Novo Sarajevo
                                                ",,,,,,,,4,2010+,Parket,True,True,True,True,True,True,,,True,True,True,18.11.2022,,True,False,True,,True,,,True,,
257,"
                                                    Trosoban stan 64m2 Kosevsko Brdo
                                                ",,,,,,,Muhameda Hadzijahica,5,1980-1989,Laminat,True,True,True,True,True,True,,,True,True,True,09.04.2023,,True,False,True,True,,True,True,True,True,"Prodajem  trosoban poluopremljen stan kvadrature 64 m2  plus balkon plus podrum , naselje K.Brdo, opština Centar.

Stan se nalazi na prvom spratu stambene zgrade bez lifta u ulici Muhameda Hadžijahića. 
Lokacija nekretnine je veoma atraktivna za porodični život. U neposrednoj blizini nalaze se osnovna škola, vrtić, ambulanta porodične medicine, apoteka, pošta, brojne trgovine.
Lokacija takđer omogućava i brz pristup centru grada, fakultetima i bolnicama s jedne strane, a s druge strane Željezničkoj stanici i najvećim tržnim centrima u gradu.
 Stan se sastoji  od dnevnog boravka, kuhinje sa trpezarijom, dvije spavaće sobe, kupatila, ulaznog hodnika te balkona i podruma. Stan je kompletno adaptiran i uredno održavan Vanjska stolarija je PVC dok je unutrašnja stolarija drvena Na podovima su postavljeni laminati dok je keramika u kuhinji i kupatilu. U stanu je plinsko grijanje i postavljena klima i blindo vrata. Duž ulice u kojoj se stan nalazi moguće je parkirati automobil.Lokacija nekretnine na OLX mapi nije tačna - link lokacije je naveden odma ispod u ovom opisu:www.google.com/maps/@43.8682534,18.4035463,49m/data=!3m1!1e3?entry=ttu

Kontakt telefon:  +38761829828, Sedin."
258,"
                                                    Sarajevo Centar Stan 114m2, garaza i ostava po dogovoru
                                                ",,,,,,,dalmatinska 7,9,1970-1979,Parket,True,True,True,True,True,,,,True,True,True,08.04.2023,Jug,True,False,,True,,True,,True,,"Stan se nalazi u maloj stamenoj zgradi sa svega 8 stanova. Eventualni kupac ce biti okruzen divnim komsijama. Prostran, izuzetno funkcionalan i ugodan ovaj stan je podjelljen u 4 segmenta. - Prvi segment cine kuhinja, kupatilo, jedna soba i hodnik sa ugradjenim plakarom odakle se ulazi u prostrani dnevni boravak i trpezariju koji cine drugi segment. Dnevni boravak, balkoni soba su orijentirani na jug, a kuhinja i trpezarija na sjever.- Treci segment se sastoji od dvije spavace sobe sa ugradjenim plakarima i jos jednog kupatila koji su orijentirani na istok, a od dnevniog boravka su odijeljeni degazmanom sa jos jednim ugradjenim plakarom. - Cetvrti segment cine ostava i garaza sa blindiranim vratima i sporednim ulazom u suterenu. Garaže i ostava su spojeni preko unutrašnjeg zajedničkog stepeništa spojeni sa stanom (tzv toplom vezom)Zgradu je projektovala projektantska firma ‘Dom’ za par vlastitih uposlenika, a izgradjena i useljena je krajem 1974 godine. Primarna armirsnobetonska konstrukcija zgrade je seizmicki proracunata i osigurana. Za vise informacija obratite se na broj +387 62475630  "
259,"
                                                    PRODAJA Stan Envera Sehovica
                                                ",,,,,,,Envera Sehovica 4,3,1980-1989,Parket,True,True,True,True,,,True,,True,True,True,07.04.2023,,True,,,,,True,,True,,"Prodajem troiposoban stan u Sarajevu, općina Novo Sarajevo, naselje Dolac Malta, u ulici Envera Šehovića. Stan je dvostrano orijentisan istok - zapad. Spavace sobe su na istocnoj strani, a dnevni boravak i trpezarija na zapadnoj strani. Zapadna strana gleda u veliki park ispred same zgrade. Istocna strana gleda na parking i ima otvoreni pogled prema gradu.Stan u svom sastavu ima jedan balkon na istočnoj strani, ostavu, kupatilo, mali WC, tri spavace sobe, dva hodnika i dnevni boravak sa kuhinjom i trpezarijom. Takodjer uz stan dolazi pripadajuca podrumska prostorija.Kupac stana moze dobiti detaljan projekat renoviranja stana izradjen od strane arhitektonskog ureda Firma d.o.o. U prilogu oglasa se nalazi detalj iz projekta.Sve informacije možete dobiti na slijedeći broj telefona:+387 61 348 336"
