,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
693,"
                                                    Trosoban stan Papagajka 74m2
                                                ",320.000 KM,74,Trosoban (3),4,Nenamješten,,Centralno (Kotlovnica),Prodaja,Hamdije Kreševljakovića,,,Parket,True,,,True,True,,,,True,True,True,10.09.2021,,True,,,,,,,True,,"Prodaje se trosoban stan površine 74m2 na četvrtom spratu stambene zgrade sa liftom, u ulici Hamdije Kreševljakovića 61- zgrada ""Papagajka"", opština Stari Grad.Nekretnina se sastoji od dnevnog boravka, dvije spavaće sobe, kuhinje, kupatila, WC, dva hodnika, dva zatvorena balkona.Kontakt  tel. 061214461"
694,"
                                                    Prostran dvosoban stan Kovacici TOP Lokacija!
                                                ",199.000 KM,54,Dvosoban (2),Visoko prizemlje,Nenamješten,,Plin,Prodaja,Nevesinjska,,,Parket,,True,,,True,,,,True,,,16.05.2023,Jugoistok,True,,True,True,,,,,,"OPIS:Prodaje se izuzetno funkcionalan i prostran dvosoban stan uknjizene kvadrature 54m2 (stvarna kvadratura 56m2) plus podrumska prostorija cca 3m2. Stan se nalazi na jednoj od najboljih lokacija za zivot u Sarajevu, u ulici Nevesinjska, 100m od OHR, 400m od SCCa, 250m od Vilsonovog Setalista, i nije odmah uz cestu, sto doprinosi privatnosti kao i tome da nema gotovo nikakve buke izvana. Stan se sastoji od: ulaznog hodnika, kupatila, kuhinje sa trpezarijom, vrlo prostranog dnevnog boravka kao i vrlo prostrane soavace sobe. Stan je jugoistocne orijentacije, tako da je vrlo osuncan i svijetao tijekom skoro cijelog dana. U neposrednoj blizini stana se nalaze apsolutno svi sadrzaji potrebni za ugodan zivot poput: supermarketa, apoteka, restorana, trolejbujske atanice, od strogog centra udaljen jednu trolejbusku stanicu. Zgrada u kojoj je stan smjesten je gradzena poslije rata cca 2000te godine, te je useljiv i u izvrnom stanju, za one malo zahtjevnije kupce savrsena prilika da ga renoviraju apsolutno po svojim zeljama i preferncijama. Parking za stanare postoji ispred zgrade. NAPOMENA: Stan se nalazi na visokom prizemlju ali u stvarnosti je vise na visini prvog sprata jer ispod postoji jos jedna etaza stanova.STANDARD:Blindo vrata. Parket u dnevnom boravku i spavacoj sobi. Keramicke plocice u kuhinji, kupatilu. Interfon. Centralno plinsko etazno grijanje. Vanjska drvena stolarija sa roletnama. Unutarnja drvena stolarija.Cijena: 230.000 KMNova cijena: 199.000 KMSve dodatne informacije iskljucivo na tel: 061/215-315"
695,"
                                                    Stan Sarajevo - Novo Sarajevo 45m2
                                                ",180.000 KM,45,Dvosoban (2),18,Nenamješten,Renoviran,Centralno (gradsko),Prodaja,Trg Heroja,,,Parket,True,True,True,True,True,,True,,True,True,True,25.04.2023,,True,,,,True,,True,True,,"Prodaje se 2-soban  stan 45 qm (stvarnih 49) u Hrasnom, opstina Novo Sarajevo u ul.  Trg Heroja, Stan se nalazi na predposljednjem  19 spratu. Neboder posjeduje dva lifta. Poziciju stana karakteristise  predivan pogled na grad i rijeku Miljacku te  velika osuncanost. Grijanje je centralno  i veoma dobro posto se kotlovnica  nalazi u neposrednoj blizini zgrade. Zgrada kao objekat se uredno i lijepocisti i odrzava, a  sam stan je nedavno potpuno renoviran. U samom stanu je napravljen ugradbeni plakar u hodniku (duzine 2m), ugradbena kuhinja, (predstoji postavljanje parketa u hodniku i trpezariji). Balkon je zastaklen i intergrisan u trpezarijski prostor sto  cini sve zajedno cca.10 qm  i daje  mogucnost pretvorbe po potrebi  u  jos jednu dodatnu trecu sobu.  Ulazna vrata su blindirana. Specificnost kvarta Trg Heroja  je  ta da je izolovan od saobracajne buke, mada u neposrednoj okolini zgrade se nalaze  bezbroj razlicitih vecih i manjih prodavnica razlicitih namjena, parking mjesta, djecjih igralista za sve uzraste djece, te osnovna skola Hrasno II,  kafeterije i restorani (Palma, Maslina, Happy itd.),  Dzamija, i ostalo, Sama trolejbuska i tramvajska stanica, te beznzinska pumpa, robna kuca  ""Robot"",  kao i pekara ""AS"" (0-24h),  su udaljeni na nekoliko minuta hoda, sto daje jednostavnost i ugodnost zivljenja. --------Cijena je Fixna 200 000 Km - Molim kontaktirati preko Olx poruka za pocetak."
696,"
                                                    DHM prodaje: stan na Čengić Vili - Nedima Filipovica
                                                ",259.000 KM,83,Trosoban (3),4,Nenamješten,,Plin,Prodaja,NEDIMA FILIPOVIĆA,,,,True,,,,,,True,,,,,26.04.2023,,,,True,,,,,True,,"VIDEO STANA:https://www.youtube.com/watch?v=1IwicA8AWKcAgencija DHM Nekretnine prodaju stan na Cengic Vili, Opstina Novo Sarajevo. Na prodaju troiposoban stan od 84m2 u ulici Nedima Filipovica. Stan se nalazi na cetvrtom spratu, u zgradi koja posjeduje lift. Nekretnina se sastoji od hodnika, dvije spavace sobe, dnevnog boravka, kuhinje sa trpezarijom, kupatila, toaleta, ostave i dva balkona. Nekretnina se nalazi u izvornom stanju, te buduci vlasnici stan mogu urediti po svojoj zelji. Grijanje u stanu je centralno gradsko.U stanu je izvorna vanjska stolarija kao i unutrasnja. Ispred zgrade se nalazi veliki javni parking.Stambena zgrade se nalazi u mirom okuženju, a u neposrednoj blizini se nalaze mnogi sadržaji koji doprinose ugodnom životu. Cijena nekretnine je 259 000 KMKontakt: 061 556 299"
697,"
                                                    Jednosoban stan na drugom spratu-34m2 / Čengić Vila
                                                ",Na upit,34,Jednosoban (1),2,Nenamješten,Za renoviranje,Centralno (gradsko),Prodaja,Džemala Bijedića,,,Parket,,,True,True,,,,,,,,23.05.2023,Jug,True,,,True,,True,,,,"REZERVISANO!BAULAND prodaje:Izuzetno osvjetljen jednosoban stan površine 34m2 koji se nalazi na drugom spratu stambene zgrade bez lifta od ukupno pet spratova u ulici Džemala Bijedića, naselje Čengić Vila, Općina Novo Sarajevo.Stan je u izvornom stanju i sastoji se od hodnika, dnevnog boravka, izdvojene kuhinje sa trpezarijom i ostavom i kupatila.Stanu pripada i jedna podrumska prostorija.Vanjska i unutrašnja stolarija je drvena, na podu je postavljen parket. Stan je južno orijentisan.Mogućnost pretvaranja stana u manji dvosoban.Prednosti nekretnine:LokacijaBlizina dječijeg igralištaBlizina škola i vrtićaBlizina mnogobrojnih javnih kantonalnih ustanovaBlizina supermarketaBlizina tramvajaLokacija:Stan se nalazi u ulici Džemala Bijedića u naselju Čengić Vila, Općina Novo Sarajevo. Lokaciju karakteriše javni parking prostor, blizina dječijeg igrališta, blizina škola, vrtića, supermarketa, javnih kantonalnih ustanova kao i blizina javnog gradskog prijevoza tramvaja koji je od stana udaljen svega 5 minuta. Zgrada je okružena drvećem i zelenilom.Informacije:Sve zainteresovane kupce pozivamo da nas kontaktiraju i zakažu obilazak nekretnine. Obilazak se može izvršiti uz prethodnu najavu na broj telefona +387 62 080 550 (Viber/WhatsApp), te putem e-mail adrese info@bauland.ba.Uz našu stručnost i profesionalnost, možete biti sigurni da ćemo u Vašem interesu pokušati postići najbolju moguću cijenu ili uvjete. Želimo Vam pružiti najbolju moguću uslugu, stoga smo uvijek spremni odgovoriti na Vaša pitanja. Javite nam se već danas i saznajte više!"
698,"
                                                    Stan 87 m2 Osjek, Ilidža
                                                ",174.740 KM,87,Trosoban (3),3,Nenamješten,,Struja,Prodaja,,,,Laminat,True,True,,,,,,,True,True,,15.03.2023,Sjever,True,,,,,,,True,,"Komfor nekretnine d.o.o. prodaju stan 🏙️ površine 87 m² na Ilidži u naselju Osjek, u ulici Osik br. 619.📍Stan površine 87,37 m² se nalazi na trećem (posljednjem) spratu manje stambeno-poslovne zgrade bez lifta i sadrži:🛋️ Dnevni boravak sa kuhinjom🛏️ Dvije spavaće sobe🛁 Kupatilo✅ Dva balkona (sa sjeverne strane iz dnevnog boravka i sa južne strane iz spavaće sobe)🗄️ Ostavu.Specifikacije:🪟 Vanjska PVC stolarija.🚪 Unutarnja drvena stolarija.✅ Laminat kvalitetnog njemačkog proizvođača. 🚪 Blindirana ulazna vrata.📷 Video interfon.🔐 2x token za ulaz u haustor.♒︎ Sprovedene instalacije za 3 klima uređaja (u dnevnoj i spavaćim sobama).🚨 Sprovedene instalacije za alarmni sistem.🔥 Grijanje je predviđeno na strujne konvektore (ili ako se ugrade klima uređaji Inverteri).Priključak struje je 6,7 kW.Okruženje: Stan se nalazi na mirnoj lokaciji i lijepom susjedstvu u samom centru Osjeka, sa dostupnim sadržajima u blizini. Udaljenosti:-       Supermarket Amko Komerc 100m  🛒-       Autobuska stanica 100m 🚌-       Osnovna škola 300m 🏬-       BH Pošta 300m. 📬Cijena: 174.740,00 KM = 2.000 KM/m2UZ STAN SE DOBIJA GRATIS OZNAČENO PARKING MJESTO ISPRED GRADE, KOJE SE NAVODI U UGOVORU O KUPOPRODAJI STANA I PRENOSI U VLASNIŠTVO KUPCA.KONTAKT 📲Agent: Muamer Softić 💼+38762 25 25 25 📲kontakt@komfor.ba 📩Komfor nekretnine d.o.o. 💼Olimpijska 32 📍ID: 4203060500005 🗄️Registarski broj posrednika u prometu nekretnina upisan kod Federalnog ministarstva trgovine pod brojem 16/2022. 📓"
699,"
                                                    TOTAL PRO/ Dvosoban stan 76 m2 / Čengić Vila
                                                ",210.000 KM,76,Dvosoban (2),1,Nenamješten,,Struja,Prodaja,,10,1970-1979,Parket,True,True,,,True,,,,True,True,,31.08.2022,,True,False,,,,True,,True,,"📢 PRODAJE SE#FOR SALE🏢DVOSOBAN/STAN 76 m²/I SPRAT/BALKON/PAROMLINSKA/ČENGIĆ VILA/OPĆINA NOVO SARAJEVO
Prodaje se dvostrano orjentisan dvosoban stan, površine 76 m², u ulici Paromlinska, naselje Čengić Vila, općina Novo Sarajevo.Isti je pozicijoniran na prvom spratu stambene zgrade bez lifta.
Stan se sastoji od: ulaznog hodnika, ostave, kupatila, spavaće sobe, dnevnog boravka, kuhinje sa trpezarije sa izlazom na balkon. Stan posjeduje podrumsku prostoriju.U stanu je zamijenjena vanjska stolarija i ulazna blinda vrata.Podne obloge parket i keramika, unutrašnja stolarija drvena, vanjska PVC stolarija, ulazna vrata blinda. Kupatilo je u izvornom stanju.Grijanje je centralno termo blok.
Lokacija je atraktivna zbog blizine sadržaja koji doprinose kvaliteti življenja, te se u blizini nalaze: škola, vrtić, supermarket, banka, mnogobrojni ugostiteljski objekti, kao i ostali sadržaj neophodan za stanovanje.Dobra povezanost sa javnim gradskim saobraćajem.
 
https://totalpronekretnine.ba/nekretnine/dvosoban-stan-paromlinska-cengic-vila/

Merhemica trg bb
🔗 www.totalpronekretnine.ba 👉 aktuelna ponuda nekretnina📨 totalpro.realestate@gmail.com📞 062 337 945"
700,"
                                                    TOTAL PRO/ Četverosoban stan / Marijin Dvor Centar
                                                ",265.000 KM,75,Četverosoban (4),4,Nenamješten,Renoviran,Centralno (Plin),Prodaja,,0,Prije 1950,Parket,True,True,True,True,True,True,,,True,True,True,23.09.2022,,True,False,True,True,,,,True,True,"📢 PRODAJE SE#FOR SALE🏢DVOSTRANO/ORIJENTISAN /TROSOBAN/ STAN 75 m²-120 m²/IV SPRAT/MARIJIN DVOR/AUGUSTA BRAUNA/OPĆINA CENTAR SARAJEVO
Prodaje se dvostrano orjentisan trosoban (četvorosoban) stan, na atraktivnoj lokaciji na Marijin Dvoru, ulica Augusta Barauna, općina Centar, Sarajevo.Stan je pozicioniran na IV spratu u zgradi bez lifta, Austrougarske gradnje.
Po strukturi je četvorosoban, a sastoji se od: ulaznog hodnika, dnevnog boravka sa kuhinjom i trpezarijom, 3 spavaće sobe, kupatila, lođe i podrumske prostorije, uknjižene površine 75 m² (korisne površine 120 m2).Stan je kompletno adaptiran te su tom prilikom zamjenjene električne, vodovodne i plinske instalacije, vanjska stolarija, ulazna vrata, podne obloge i sanitarija u kupatilu.Unutrašnja stolarija drvo, vanjska stolarija PVC, na podovima laminat i keramika, blinda vrata. Grijanje je plinsko etažno, klima uređaj.Važno je napomenuti da je crijep na krovu zgrade kopletno zamjenjen 2019. godine.Stan posjeduje odličnu dispoziciju prostorija, otvoren pogled.
Lokacija na kojoj se nalazi predmetna nekretnina je jedna od najatraktivnijih u gradu Sarajevu, a takvom je čini blizina brojnih institucija i sadržaja koji su potrebni za ugodan život.U neposrednoj blizini se nalaze Osnovna škola Isak Samokovlija, Opća bolnica, SCC, Alta Shopping Centar, Policijska stanica, brojni ugostiteljski objekti, marketi, trgovine.
https://totalpronekretnine.ba/nekretnine/trosoban-stan-augusta-brauna-marijin-dvor/
 

 Merhemica trg 15
 Registarski broj posrednika: 20/2022
🔗 https://totalpronekretnine.ba/ 👉 aktuelna ponuda nekretnina📨 kontakt@totalpronekretnine.ba📞 062 337 945"
701,"
                                                    JEDNOSOBAN STAN VOGOŠĆA 34m2 KLJUC U RUKE NOVOGRADNJA
                                                ",95.000 KM,34,Jednosoban (1),6,Nenamješten,,Struja,Prodaja,Solaris 3 ul. Vogoscanskih odreda Vogosca,,2020+,Laminat,,True,,,,,True,True,True,True,True,25.05.2023,,True,,,,True,True,True,,,"Obaveza nosioca posla izvođenje građevinskih radova, po sistemu ,,KLJUČ U RUKE,, stan površine 34m2, na VI spratu u stambenom objektu kolektivnog stanovanja na lokaciji Solaris 3 u ul. VOGOSCANSKIH ODREDA  VOGOSCA na zemljistu kao k.č 1260/5,1260/6,1260/2,1260/4,1260/3,1260/7, K.O. Vogosca.

Nosioc posla jamci da stanbeni prostor iz tacke 1. Ovog ugovora nije predmet bilo kakvog  drugog ugovora, predugovora ili pregovora sa trecim osobama, niti predmet bilo kakvog spora.

Stepen izgrađenosti predmetnog stana u času primopredaje treba da bude KLJUČ U RUKE
POTPUNO IZVRŠENI GRAĐEVINSKI I ZANATSKI RADOVI,SA OBRAĐENIM PREGRADNIM ZIDOVIMA I MOLERAJOM
ZAVRŠENA STRUJA SA GRUBOM I FINOM MONTAŽOM UNUTAR STANA
ZAVRŠENA VODA I KANALIZACIJA,opremanje kupatila sa keramickim plocicama i kompletiranje sanitarije u kupatilu(tuš kada,šolja,vodokotlic,umivaonik,bojler i česme
Ugrađena protuprovalna vrata
Ugrađena sobna vrata
Ugrađena vanjska pvc stolarija i aluminjskom roletnom
Podloge estrich laminat u kuhinji plocice

Sve dodatne informacije na broj 061339700. Dzenan

Moguce je dogovor zamjene za auto uz dogovor."
702,"
                                                    Ilidža / Stan / 94 m2 / NOVOGRADNJA / UKNJIŽENO
                                                ",319.362 KM,94,Trosoban (3),8,Nenamješten,,Centralno (Kotlovnica),Prodaja,Blažujski drum,3,2020+,Parket,True,True,True,True,True,,True,True,True,True,True,24.11.2021,Jugoistok,True,,,,True,,True,True,,"NOVOGRADNJA UKNJIŽENA I USELJIVA!  Fantastični stanovi vrhunske kvalitete u stambeno-poslovnom objektu na lijepoj lokaciji u naselju Ilidža!! Sa zadovoljstvom objavljujemo prodaju stanova u novom stambeno-poslovnom objektu sa dva lifta na jako lijepoj i sunčanoj lokaciji!Stambeno-poslovni objekat se nalazi na lokaciji u naselju Ilidža u mirnom okruženju ali u neposrednoj blizini glavne saobraćajnice čime je osiguran ugodan boravak u stanovima, a komunikacija sa svim vitalnim dijelovima grada je uveliko olakšana.Za sve informacije o ovoj ponudi i svim ostalim pojedinostima pozovite Vašeg agenta: Nedim Hodžić  Mob/Viber/WhatsApp +387 61 758 287.Stanovi unutar objekta su vrhunski projektovani sa dovoljno velikim prostorijama idealnim za boravak višečlanih porodica kao i mladih bračnih parova, te odličnom dnevnom insolacijom koja će boravak u stanovima učiniti ugodnim i prijatnim tokom cijelog dana.Ugradnja vrhunskih materijala od čega možemo izdvojiti: PVC profile „Saplast“ vrhunske kvalitete, termoizolaciju d=10 cm, parketi i kamene pločice I klase, sanitarne elemente u kupatilu renomiranih proizvođača, grijanje i hlađenje na najsavremeniji način pomoću toplotnih pumpi, protuprovalna vrata nove generacije, čine ove stanove jedinstvenim u okruženju.Objekat je spratnosti P+S1+S2 poslovni prostori + S12 stambeni prostori u dvije kule sa otvorenim pogledom svake stambene jedinice na kompletno okruženje objekta.Svi stanovi su projektovani sa prostranim dnevnim boravcima u otvorenoj komunikaciji sa kuhinjom i trpezarijom, spavaćim sobama, kupatilima, toaletima i balkonima.Podovi su troslojni hrastov parket prve klase u kombinaciji sa lajsnom visine 8 cm. Ulazna vrata u stanove su protuprovalna i protupožarna. Unutrašnja vrata su drvena, u prirodnoj bež boji i sa standardnim okovima. Na svakom otvoru/prozoru su ugrađene unutrašnje žaluzine.  Zagrijavanje svih stambenih jedinica vršit će se na vrlo moderan i ekološki napredan sistem zagrijavanje putem toplotnih pumpi. Zahvaljujući ovom sistemu vaše prostorije će ljeti biti i klimatizirane. Regulacija, puštanje, zatvaranje grijanja i hlađenja se vrši putem centralnog digitalnog termostata.U stanu su provedeni optički, koaksijalni i bakarni kablovi za postavke telefonije i interneta. U zajedničkim prostorijama su postavljena LED rasvijetna tijela kao i sistem vatrodojave u svim zajedničkim prostorima/hodnicima.  Na ulazu u stambeni dio je ugrađen video interfonski sistem koji korisnicima omogućava video komunikaciju sa gostima na ulazu.  Stambeno / poslovni objekat će posjedovati:-         Video nadzor kompletnog stambenog objekta;-         Fizičko osiguranje zgrade;-         Bazen;-         Restoran;-         Fitness centar;-         Igraonica za djecu;-         Super market.Parking mjesto i vanjsku ostavu je moguće kupiti dodatno, parking je predviđen u suterenu objekta, dok se ostave nalaze ispred stambenih jedinica. DOSTUPNE KVADRATURE STANOVA Stan S1 ( JEDNOIPOSOBAN STAN )– površine 55 m2 (dostupan na IX spratu)Stan S2 ( DVOIPOSOBAN STAN )– površine 80 m2 (dostupan na VI spratu)Stan S3 ( DVOIPOSOBAN STAN )– površine 90 m2 (dostupan na XII spratu)Stan S4 ( DVOIPOSOBAN STAN )– površine 94 m2 (dostupan na VIII, X i XI spratu)Stan S5 ( TROIPOSOBAN STAN )– površine 113,76 m2 (dostupan VII spratu)Stan S6 ( TROIPOSOBAN STAN )– površine 119,14 m2 PRODANOStan S7 ( TROIPOSOBAN STAN )- površine 119,96 m2 (dostupan na XII spratu)Stan S8 ( TROIPOSOBAN STAN )- površine 119,52 m2 PRODANO LOKACIJA Ukoliko želite živjeti na mirnoj i sigurnoj lokaciji koja se istovremeno nalazi u neposrednoj blizini glavnih saobraćajnica i stanica gradskog saobraćaja (tramvaja) onda je ovo izvrsna lokacija za Vas.Udaljenost od 5 minuta hoda obuhvata sadržaje kao što su:Tržni centriApotekeBankeBenzinska pumpaKao i razni ugostiteljski objekti, igraone, vrtići itd. OBJEKAT JE ZAVRŠEN UKNJIŽEN I USELJIV!CIJENA: 305.500 KM. https://ontime.ba/nekretnine/stanovi/bjelasnica/dvoiposoban-stan-ilidza-80-m2-novogradnja/  Sve informacije možete dobiti na slijedeće brojeve telefona:+387 61 758 287+387 62 215 807ON TIME d.o.o. - agencija za nekretnineDžemala Bijedića 279H, 71000 SarajevoRegistracijski broj posrednika: 108/2023https://ontime.bainfo@ontime.bahttps://ontime.olx.ba/https://www.facebook.com/OnTimeNekretninehttps://www.instagram.com/on_time_agencija_za_nekretnine/ 
 "
703,"
                                                    Dvosoban stan na drugom spratu, Grbavica
                                                ",210.000 KM,53,Dvosoban (2),2,Nenamješten,Za renoviranje,Plin,Prodaja,,,,Parket,,True,True,True,True,,,,True,,True,15.03.2023,,True,,,,,,,,,"Prodajemo dvosoban stan, površine 53m2. Stan se nalazi na drugom spratu stambene zgrade, u ulici Behdžeta Mutevelića, naselje Grbavica. Sastoji se od dnevnog boravka, spavaće sobe, kuhinje sa trpezarijom, kupatila, predsoblja i balkona. Stan je južno orijentisan i posjeduje velike prozorske otvore što ga čini porzračnim i ispunjenim dnevnim svjetlom. U neposrednoj blizini stambene zgrade se nalazi besplatan javni parking.
Stan se nalazi na drugom spratu stambene zgrade, u ulici Behdžeta Mutevelića, u sarajevskom naselju Grbavica. Svega nekoliko minuta šetnje je ovo naselje udaljeno je od strogog centra grada, a inače je prepoznatljivo po bogatom sadržaju. U krugu od 500m se nalazi nekoliko trgovačkih i uslužnih objekata, apoteka, banka, stanice javnog gradskog saobraćaja, dok je u krugu od 2km sješteno nekoliko srednjh škola, osnovna škola i obdanište, tržni centar i mnoštvo drugih sadržaja koji lokaciju čine idealnom za sve populacije.
Grijanje na plin. Vanjska drvena stolarija. Unutrašnja drvena stolarija. Internet. CATV. Telefon. Interfon. Blinda ulazna vrata.
https://capitolnekretnine.ba/nekretnina/6617/dvosoban-stan-na-drugom-spratu-grbavica/
Kontakt telefon : +38762099777
+38762099888"
704,"
                                                    Stan Sarajevo - Centar - Tina Ujevića
                                                ",Na upit,84,Četverosoban (4),6,Nenamješten,,Centralno (gradsko),Prodaja,Tina Ujevića 13,5,,Parket,True,True,,,True,,True,,True,True,True,26.05.2023,Ostalo,True,,,,,True,,True,,"Prodaje se stan na 6. (posljednjem) spratu stambene zgrade u ulici Tina Ujevića. Stan je orjentisan istok - zapad. Pogled na kompletno Sarajevo. Stan je u osnovi troiposoban i sastoji se od ulaznog prostora, 2 spavaće sobe, dnevnog boravka, trpezarije, kuhinje, 2 ostave, kupatila i balkona na istočnoj strani. Uz stan prodaje se i garaža u dvorištu grade površine 12 m2. "
705,"
                                                    Stan S4 75,80 m2 | Vogošća | Novogradnja | Rondo Lux
                                                ",212.240 KM,75,Trosoban (3),Prizemlje,Nenamješten,,Plin,Prodaja,,,2020+,,,True,,,True,True,True,True,True,,,16.03.2023,,,,True,,,,,,,"Prodajemo trosoban stan na lokaciji Rosulje do br.2, Vogošća u sklopu ekskluzivnog stambeno-poslovnog objekta RONDO LUX, stan se nalazi na prizemlju.Stan je površine 75,80 m2 i sastoji se od dnevnog boravka sa trpezarijom, dvije sobe, kuhinje, kupatila, hodnika, ulaza i balkona.Ovaj kompleks svojom strukturom, pozicijom, kvalitetom gradnje i modernom arhitekturom omogućava malo drugačiji i kvalitetniji stil življenja. Ono što prvo pada u oko znatiželjniku je sama pozicija koja je obasjana suncem tokom cijelog dana, dok arhitektonsko rješenje odiše mirnoćom i luksuzom.Cijena stana je 2.800,00 KM/m2 sa PDV-om, uz stan je obavezna kupovina garažnog mjesta po cijeni 15.000,00 KM sa PDV-om.STAN JE USELJIV.Ostale stanove možete pogledati na našoj web stranici www.rondolux.residence.ba.Budite slobodni da nas kontaktirate za bilo kakve dodatne informacije ili posjetu lokaciji putem e-mail adrese: info@residence.ba ili na telefon broj +387 60 320 9127 (dostupni i na Viber i WhatsApp)"
706,"
                                                    Stan S23 138,26 m2|LJUBLJANSKA 10|Novogradnja|Sarajevo
                                                ",Na upit,138,Četverosoban (4),5,Nenamješten,,Struja,Prodaja,Ljubljanska 10,3,2020+,Parket,True,True,,,True,True,True,True,True,True,True,23.12.2022,Jugozapad,,,,,True,,,True,,"Prodajemo četverosoban stan u izgradnji  u samom centru Sarajeva  u sklopu luksuznog stambeno – poslovnog objekta  LJUBLJANSKA 10, stan se nalazi na 5. spratu. Stan je površine 138,26 m2 i sastoji se od­­­­­­­­­­­­­ ulaza, dnevnog boravka i trpezarije, kuhinje, 3 sobe, hodnika,vešeraja,2 kupatila, balkona i 2 terase. Ovaj stambeno - poslovni objekat predstavlja savršen sklad savremene arhitekture izgrađen po najsavremenijoj tehnologiji  i građevinskim materijalima koji su dostupni na tržištu, a koji ujedno obezbjeđuju najkvalitetnije uslove stanovanja i života. Objekat LJUBLJANSKA 10, nalazi se na jednoj od najatraktivnijih lokaciji u centru grada te njegova idealna pozicija omogućava dostupnost svim sadržajima: vrtićima, školama, fakultetima, zelenim površinama, šetnicama, shoping centrima i javnim prevozima i ostalim sadržajima koji vaš život mogu učiniti lakšim, dinamičnijim i uzbudljivijim. Cijena stana na upit. Plan završetka objekta i useljenja je septembar 2024.godine. Ostalu ponudu stanova možete pogledati na našoj web stranici www.residence.ba Budite slobodni da nas kontaktirate za bilo kakve dodatne informacije ili posjetu lokacije putem e-mail adrese: info@residence.ba ili na telefon broj +387 60 320 9127.  "
707,"
                                                    Stan S40 75,26 m2| LJUBLJANSKA 10|Novogradnja|Sarajevo
                                                ",Na upit,75,Četverosoban (4),3,Nenamješten,,Struja,Prodaja,Ljubljanska 10,6,2020+,Parket,True,True,,,True,True,True,True,True,True,True,23.12.2022,Zapad,,,,,True,,,True,,"Prodajemo četverosoban stan u izgradnji  u samom centru Sarajeva  u sklopu luksuznog stambeno – poslovnog objekta  LJUBLJANSKA 10, stan se nalazi na 3. spratu. Stan je površine 75,26 m2 i sastoji se od­­­­­­­­­­­­­ ulaza, dnevnog boravka i trpezarije, kuhinje, 3 sobe, hodnika, kupatila, lođe i terase. Ovaj stambeno - poslovni objekat predstavlja savršen sklad savremene arhitekture izgrađen po najsavremenijoj tehnologiji  i građevinskim materijalima koji su dostupni na tržištu, a koji ujedno obezbjeđuju najkvalitetnije uslove stanovanja i života. Objekat LJUBLJANSKA 10, nalazi se na jednoj od najatraktivnijih lokaciji u centru grada te njegova idealna pozicija omogućava dostupnost svim sadržajima: vrtićima, školama, fakultetima, zelenim površinama, šetnicama, shoping centrima i javnim prevozima i ostalim sadržajima koji vaš život mogu učiniti lakšim, dinamičnijim i uzbudljivijim. Cijena stana na upit. Plan završetka objekta i useljenja je septembar 2024.godine. Ostalu ponudu stanova možete pogledati na našoj web stranici www.residence.ba Budite slobodni da nas kontaktirate za bilo kakve dodatne informacije ili posjetu lokacije putem e-mail adrese: info@residence.ba ili na telefon broj +387 60 320 9127. "
708,"
                                                    Stan Penthouse NovaOtoka 98m2
                                                ",Na upit,98,Trosoban (3),12,Nenamješten,,Centralno (Kotlovnica),Prodaja,Dzemala Bijedica 129B,,2015+,Parket,True,True,,,,True,True,,True,,,26.05.2023,,,,,,,,,True,,Novo 
